	20	7	5	3	0	1	2	4	6	19	12	10	8	9	11	13	18	14	17	15	16	27	25	23	21	22	24	26	32	28	31	29	30
dS	1.09805654018	1.21832964334	0.995179082788	0.0404585455933	1.00533987809	2.12503069358e-06	2.01002298419	0.963331597159	1.12154383926	0.944608179565	3.21866402901e-10	2.98677736205e-11	1.00331696474	2.9215006244e-11	0.00108391618367	0.00993869857838	0.00218126721275	1.00685443804	0.0101286002171	2.00872124236	0.996768616941	0.558705609492	0.0101308137147	0.00107688212233	2.00457562722	3.97605642209e-07	3.32192517645e-09	2.01087036107	7.15970974709	1.25473295072	5.68788345384e-06	2.9132012738	4.08687156726
dN	4.14819830335	8.44050389676	2.430144658	0.99555865295	0.000860333389122	2.48996929826e-09	1.00826959887	0.0098701399982	3.69644251137	1.77697335972	9.39164630408e-07	1.105554322e-09	0.000856539219423	1.57982795152e-11	1.00094774698	2.00352252042	1.00843872481	1.00969409481	0.990650395821	0.00877260812618	0.00601530171425	8.07634139993	0.905622997078	1.0020079956	0.00339160770617	9.15430078715e-08	3.26195620201e-07	2.12228956136	9.05931716075	2.05792284035	2.0533292746e-05	1.15459870703	0.982078193747
