Id,Name,Branch length
0,S2,44
1,S4,22
2,A5,21
3,,0
4,A6,12
5,S5,20
6,,3
7,,9
8,S3,21
9,A4,24
10,,0
11,,0
12,A7,13
13,A10,3
14,A11,8
15,,7
16,S6,7
17,A8,10
18,A9,5
19,S7,17
20,,0
21,,0
22,,4
23,,0
24,,13
25,A12,13
26,S8,4
27,S9,0
28,S10,0
29,,0
30,,12
31,,2
32,S12,11
33,S11,6
34,,0
35,,13
36,A13,5
37,S13,6
38,,9
39,A14,22
40,S14,15
41,,2
42,,0
43,,0
44,,0
45,,24
46,S1,18
47,A1,3
48,A2,2
49,A3,1
50,,0
51,,14
52,,57
53,,
