19	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	9	42	41	40	39
20	1	3	2	1	6	5	4	3	3	3	2	13	12	11	17	16	15	14	13	12	11	10	10	9	8	8	7	6	5	4	4	3	3	3	2	2	2	39	38	37	36	35	34
21	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7	7	6	6	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	43	42
22	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	21	20	19	18	17	16	15	15	14	13	12	11	11	10	9	8	7	37	36	35	34	33	32	31	30
23	1	2	4	3	2	1	1	1	1	1	12	11	10	9	9	8	7	6	5	21	20	19	18	17	16	28	27	26	25	24	23	22	21	20	19	18	17	16	40	39	38	37	36
24	1	1	1	5	4	3	2	9	8	7	6	5	4	4	4	4	4	3	3	3	22	21	20	19	18	17	16	15	14	13	33	32	31	30	29	28	27	26	25	24	23	22	21
25	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16	15	14	14	13	12	11	10	10	9	8	7	6	6	39	38	37	36	35	34	33
26	1	3	2	1	6	5	4	3	3	3	2	14	13	12	11	10	9	8	7	6	5	4	4	4	4	4	4	4	4	3	3	2	2	2	36	35	34	33	32	31	30	29	28
27	1	3	2	1	7	6	5	4	4	4	3	2	15	14	13	12	11	10	9	8	7	6	6	6	26	25	24	23	22	21	20	19	18	17	16	15	14	13	13	12	12	12	11
28	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16	15	14	14	13	12	11	10	10	9	8	7	6	6	39	38	37	36	35	34	33
29	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16	15	14	14	13	12	11	10	10	9	8	7	6	6	39	38	37	36	35	34	33
30	1	2	5	4	3	2	9	8	7	12	11	10	9	8	8	7	6	5	4	4	3	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	7	7	7	7	7	7
31	1	3	2	1	7	6	5	4	4	4	3	2	15	14	13	12	11	10	9	8	7	6	6	6	27	26	25	24	23	22	21	20	19	18	17	16	15	14	14	13	13	13	12
32	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16	15	14	14	13	12	11	10	10	9	8	7	6	6	38	37	36	35	34	33	32
33	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16	15	14	14	13	12	11	10	10	9	8	7	6	6	38	37	36	35	34	33	32
34	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16	15	14	14	13	12	11	10	10	9	8	7	6	6	38	37	36	35	34	33	32
35	1	1	1	6	5	4	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31	30	29	28	27	26	25	24	23	22	21	20	19	18
36	1	3	2	1	7	6	5	4	4	4	3	2	15	14	13	12	11	10	9	8	7	6	6	6	27	26	25	24	23	22	21	20	19	18	17	16	15	14	14	13	13	13	12
37	1	3	2	1	7	6	5	4	4	4	3	2	15	14	13	12	11	10	9	8	7	6	6	6	27	26	25	24	23	22	21	20	19	18	17	16	15	14	14	13	13	13	12
38	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16	15	14	14	13	12	11	10	10	9	8	7	6	6	38	37	36	35	34	33	32
39	1	1	1	5	4	3	2	10	9	8	7	6	5	5	5	17	16	15	14	13	12	11	11	10	9	9	8	7	6	5	5	4	4	35	34	33	32	31	30	29	28	27	26
40	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16	15	14	14	13	12	11	10	10	9	8	7	6	6	38	37	36	35	34	33	32
41	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7	7	6	6	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	43	42
42	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7	7	6	6	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	43	42
43	1	2	4	3	2	1	1	1	1	1	13	12	11	10	10	9	8	7	6	5	4	3	3	3	3	3	3	3	3	2	2	33	32	31	30	29	28	27	26	25	24	23	22
44	1	1	1	5	4	3	2	9	8	7	6	5	4	4	4	4	4	3	3	3	22	21	20	19	18	17	16	15	14	13	32	31	30	29	28	27	26	25	24	23	22	21	20
45	1	4	3	2	1	7	6	5	11	10	9	8	7	6	6	5	18	17	16	15	14	13	13	12	11	11	10	9	8	7	7	6	34	33	32	31	30	29	28	27	26	25	24
46	1	4	3	2	1	7	6	5	11	10	9	8	7	6	6	5	18	17	16	15	14	13	13	12	11	11	10	9	8	7	7	6	34	33	32	31	30	29	28	27	26	25	24
47	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	9	42	41	40	39
48	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	9	42	41	40	39
49	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	9	42	41	40	39
50	1	3	2	1	7	6	5	4	4	4	3	2	14	13	12	11	10	9	8	7	6	5	5	5	5	5	5	29	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14
51	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	20	19	18	17	16	15	14	13	13	12	11	10	9	9	8	7	6	5	5	5	4	4	4	4	4	4
52	1	3	2	1	6	5	4	3	3	3	2	13	12	11	17	16	15	14	13	12	11	10	10	9	8	8	7	6	5	4	4	3	3	3	2	2	2	39	38	37	36	35	34
53	1	3	2	1	6	5	4	3	3	3	2	14	13	12	11	10	9	8	7	6	5	4	4	4	4	4	4	4	4	3	3	2	2	2	36	35	34	33	32	31	30	29	28
54	1	3	2	1	6	5	4	3	3	3	2	14	13	12	11	10	9	8	7	6	5	4	4	4	4	4	4	4	4	3	3	2	2	2	37	36	35	34	33	32	31	30	29
55	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	10	9	9	9	8
56	1	3	2	1	6	5	4	3	3	3	2	13	12	11	17	16	15	14	13	12	11	10	10	9	8	8	7	6	5	4	4	3	3	3	2	2	2	40	39	38	37	36	35
57	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16	15	14	14	13	12	11	10	10	9	8	7	6	6	39	38	37	36	35	34	33
58	1	3	2	1	7	6	5	4	4	4	3	2	15	14	13	12	11	10	9	8	7	6	6	6	27	26	25	24	23	22	21	20	19	18	17	16	15	14	14	13	13	13	12
59	1	3	2	1	6	5	4	3	3	3	2	13	12	11	16	15	14	13	12	11	10	9	9	25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	11	10	10	10	9
60	1	3	2	1	7	6	5	4	4	4	3	2	15	14	13	12	11	10	9	8	7	6	6	6	27	26	25	24	23	22	21	20	19	18	17	16	15	14	14	13	13	13	12
61	1	3	2	1	7	6	5	4	4	4	3	2	15	14	13	12	11	10	9	8	7	6	6	6	27	26	25	24	23	22	21	20	19	18	17	16	15	14	14	13	13	13	12
62	1	3	2	1	7	6	5	4	4	4	3	2	15	14	13	12	11	10	9	8	7	6	6	6	27	26	25	24	23	22	21	20	19	18	17	16	15	14	14	13	13	13	12
63	1	3	2	1	6	5	4	3	3	3	2	13	12	11	17	16	15	14	13	12	11	10	10	9	8	8	7	6	5	4	4	3	3	3	2	2	2	40	39	38	37	36	35
64	1	3	2	1	7	6	5	4	4	4	3	2	15	14	13	12	11	10	9	8	7	6	6	6	27	26	25	24	23	22	21	20	19	18	17	16	15	14	14	13	13	13	12
65	1	3	2	1	6	5	4	3	3	3	2	14	13	12	11	10	9	8	7	6	5	4	4	4	4	4	4	4	4	3	3	2	2	2	36	35	34	33	32	31	30	29	28
66	1	3	2	1	6	5	4	3	3	3	2	14	13	12	11	10	9	8	7	6	5	4	4	4	4	4	4	4	4	3	3	2	2	2	36	35	34	33	32	31	30	29	28
67	1	2	4	3	2	1	1	1	1	1	12	11	10	9	9	8	7	6	5	22	21	20	19	18	17	16	15	14	13	12	12	11	10	9	8	7	6	5	5	5	5	5	5
68	1	3	2	1	6	5	4	3	3	3	2	13	12	11	16	15	14	13	12	11	10	9	9	26	25	24	23	22	21	20	19	18	17	16	15	14	13	12	12	11	11	11	10
69	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	9	42	41	40	39
70	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	20	19	18	17	16	15	14	13	13	12	11	10	9	9	8	7	6	5	5	5	4	4	4	4	4	4
71	1	3	2	1	6	5	4	3	3	3	2	13	12	11	17	16	15	14	13	12	11	10	10	9	8	8	7	6	5	4	4	3	3	3	2	2	2	40	39	38	37	36	35
72	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	10	9	9	9	8
73	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	20	19	18	17	16	15	14	13	13	12	11	10	9	9	8	7	6	5	5	5	4	4	4	4	4	4
74	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	20	19	18	17	16	15	14	13	13	12	11	10	9	9	8	7	6	5	5	5	4	4	4	4	4	4
75	1	2	4	3	2	1	1	1	1	1	12	11	10	9	9	8	7	6	5	21	20	19	18	17	16	28	27	26	25	24	23	22	21	20	19	18	17	16	40	39	38	37	36
76	1	2	4	3	2	1	1	1	1	1	12	11	10	9	9	8	7	6	5	21	20	19	18	17	16	28	27	26	25	24	23	22	21	20	19	18	17	16	41	40	39	38	37
77	1	2	4	3	2	1	1	1	1	1	13	12	11	10	10	9	8	7	6	5	4	3	3	3	3	3	3	3	3	2	2	33	32	31	30	29	28	27	26	25	24	23	22
78	1	2	5	4	3	2	9	8	7	12	11	10	9	8	8	7	6	5	4	4	3	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	8	8	8	8	44
79	1	1	1	6	5	4	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31	30	29	28	27	26	25	24	23	22	21	20	19	18
80	1	1	1	5	4	3	2	10	9	8	7	6	5	5	5	17	16	15	14	13	12	11	11	10	9	9	8	7	6	5	5	4	4	35	34	33	32	31	30	29	28	27	26
81	1	4	3	2	1	7	6	5	11	10	9	8	7	6	6	5	18	17	16	15	14	13	13	12	11	11	10	9	8	7	7	6	35	34	33	32	31	30	29	28	27	26	25
82	1	1	1	5	4	3	2	10	9	8	7	6	5	5	5	17	16	15	14	13	12	11	11	10	9	9	8	7	6	5	5	4	4	36	35	34	33	32	31	30	29	28	27
83	1	1	1	6	5	4	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31	30	29	28	27	26	25	24	23	22	21	20	19	18
84	1	2	4	3	2	1	1	1	1	1	12	11	10	9	9	8	7	6	5	21	20	19	18	17	16	27	26	25	24	23	22	21	20	19	18	17	16	15	15	14	42	41	40
85	1	2	5	4	3	2	9	8	7	12	11	10	9	8	8	7	6	5	4	4	3	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	7	7	7	7	7	7
86	1	1	1	5	4	3	2	10	9	8	7	6	5	5	5	18	17	16	15	14	13	12	12	11	10	10	9	8	7	6	6	5	5	4	3	3	3	2	2	2	2	2	2
87	1	1	1	6	5	4	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31	30	29	28	27	26	25	24	23	22	21	20	19	18
88	1	2	4	3	2	1	1	1	1	1	12	11	10	9	9	8	7	6	5	22	21	20	19	18	17	16	15	14	13	12	12	11	10	9	8	7	6	5	5	5	5	5	5
89	1	1	1	6	5	4	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31	30	29	28	27	26	25	24	23	22	21	20	19	18
90	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	9	41	40	39	38
91	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	9	41	40	39	38
92	1	1	1	5	4	3	2	10	9	8	7	6	5	5	5	17	16	15	14	13	12	11	11	10	9	9	8	7	6	5	5	4	4	36	35	34	33	32	31	30	29	28	27
93	1	1	1	5	4	3	2	9	8	7	6	5	4	4	4	4	4	3	3	3	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	7	6	6	6	6	6	6
94	1	1	1	5	4	3	2	9	8	7	6	5	4	4	4	4	4	3	3	3	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	7	6	6	6	6	6	6
95	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7	7	6	6	29	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	13
96	1	1	1	5	4	3	2	9	8	7	6	5	4	4	4	4	4	3	3	3	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	7	6	6	6	6	6	6
97	1	1	1	5	4	3	2	10	9	8	7	6	5	5	5	17	16	15	14	13	12	11	11	10	9	9	8	7	6	5	5	4	4	35	34	33	32	31	30	29	28	27	26
98	1	1	1	5	4	3	2	9	8	7	6	5	4	4	4	4	4	3	3	3	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	7	6	6	6	6	6	6
99	1	3	2	1	7	6	5	4	4	4	3	2	15	14	13	12	11	10	9	8	7	6	6	6	27	26	25	24	23	22	21	20	19	18	17	16	15	14	14	13	13	13	12
100	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	20	19	18	17	16	15	14	13	13	12	11	10	9	9	8	7	6	5	5	5	4	4	4	4	4	4
101	1	1	1	6	5	4	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32	31	30	29	28	27	26	25	24	23	22	21	20	19
102	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	9	42	41	40	39
103	1	3	2	1	7	6	5	4	4	4	3	2	15	14	13	12	11	10	9	8	7	6	6	6	26	25	24	23	22	21	20	19	18	17	16	15	14	13	13	12	12	12	11
104	1	2	4	3	2	1	1	1	1	1	12	11	10	9	9	8	7	6	5	21	20	19	18	17	16	27	26	25	24	23	22	21	20	19	18	17	16	15	15	14	42	41	40
105	1	1	1	6	5	4	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32	31	30	29	28	27	26	25	24	23	22	21	20	19
106	1	1	1	5	4	3	2	9	8	7	6	5	4	4	4	4	4	3	3	3	22	21	20	19	18	17	16	15	14	13	33	32	31	30	29	28	27	26	25	24	23	22	21
107	1	2	5	4	3	2	9	8	7	12	11	10	9	8	8	7	6	5	4	4	3	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	8	8	8	8	44
108	1	3	2	1	7	6	5	4	4	4	3	2	14	13	12	11	10	9	8	7	6	5	5	5	5	5	5	30	29	28	27	26	25	24	23	22	21	20	19	18	17	16	15
109	1	3	2	1	6	5	4	3	3	3	2	13	12	11	16	15	14	13	12	11	10	9	9	26	25	24	23	22	21	20	19	18	17	16	15	14	13	12	12	11	11	11	10
110	1	3	2	1	6	5	4	3	3	3	2	13	12	11	16	15	14	13	12	11	10	9	9	25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	11	10	10	10	9
111	1	2	5	4	3	2	9	8	7	12	11	10	9	8	8	7	6	5	4	4	3	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	8	8	8	8	45
112	1	4	3	2	1	7	6	5	11	10	9	8	7	6	6	5	19	18	17	16	15	14	14	13	12	12	11	10	9	8	8	7	6	5	4	4	4	3	3	3	3	3	3
113	1	1	1	5	4	3	2	10	9	8	7	6	5	5	5	18	17	16	15	14	13	12	12	11	10	10	9	8	7	6	6	5	5	4	3	3	3	2	2	2	2	2	2
114	1	2	4	3	2	1	1	1	1	1	13	12	11	10	10	9	8	7	6	5	4	3	3	3	3	3	3	3	3	2	2	33	32	31	30	29	28	27	26	25	24	23	22
115	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16	15	14	14	13	12	11	10	10	9	8	7	6	6	38	37	36	35	34	33	32
116	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16	15	14	14	13	12	11	10	10	9	8	7	6	6	38	37	36	35	34	33	32
117	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16	15	14	14	13	12	11	10	10	9	8	7	6	6	38	37	36	35	34	33	32
118	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	20	19	18	17	16	15	14	13	13	12	11	10	9	9	8	7	6	5	5	5	4	4	4	4	4	4
119	1	1	1	5	4	3	2	10	9	8	7	6	5	5	5	18	17	16	15	14	13	12	12	11	10	10	9	8	7	6	6	5	5	4	3	3	3	2	2	2	2	2	2
120	1	4	3	2	1	7	6	5	11	10	9	8	7	6	6	5	18	17	16	15	14	13	13	12	11	11	10	9	8	7	7	6	34	33	32	31	30	29	28	27	26	25	24
121	1	3	2	1	7	6	5	4	4	4	3	2	14	13	12	11	10	9	8	7	6	5	5	5	5	5	5	29	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14
122	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	10	9	9	9	8
123	1	1	1	5	4	3	2	10	9	8	7	6	5	5	5	18	17	16	15	14	13	12	12	11	10	10	9	8	7	6	6	5	5	4	3	3	3	2	2	2	2	2	2
124	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7	7	6	6	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	44	43
125	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7	7	6	6	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	44	43
126	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7	7	6	6	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	44	43
127	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7	7	6	6	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	44	43
128	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7	7	6	6	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	44	43
129	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7	7	6	6	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	44	43
130	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7	7	6	6	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	44	43
131	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7	7	6	6	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	44	43
132	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7	7	6	6	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	44	43
133	1	2	4	3	2	1	1	1	1	1	13	12	11	10	10	9	8	7	6	5	4	3	3	3	3	3	3	3	3	2	2	33	32	31	30	29	28	27	26	25	24	23	22
134	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7	7	6	6	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	44	43
135	1	1	1	5	4	3	2	10	9	8	7	6	5	5	5	18	17	16	15	14	13	12	12	11	10	10	9	8	7	6	6	5	5	4	3	3	3	2	2	2	2	2	2
136	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16	15	14	14	13	12	11	10	10	9	8	7	6	6	38	37	36	35	34	33	32
137	1	3	2	1	6	5	4	3	3	3	2	13	12	11	17	16	15	14	13	12	11	10	10	9	8	8	7	6	5	4	4	3	3	3	2	2	2	40	39	38	37	36	35
138	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16	15	14	14	13	12	11	10	10	9	8	7	6	6	38	37	36	35	34	33	32
139	1	3	2	1	7	6	5	4	4	4	3	2	14	13	12	11	10	9	8	7	6	5	5	5	5	5	5	29	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14
140	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16	15	14	14	13	12	11	10	10	9	8	7	6	6	38	37	36	35	34	33	32
141	1	3	2	1	7	6	5	4	4	4	3	2	15	14	13	12	11	10	9	8	7	6	6	6	27	26	25	24	23	22	21	20	19	18	17	16	15	14	14	13	13	13	12
142	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16	15	14	14	13	12	11	10	10	9	8	7	6	6	38	37	36	35	34	33	32
143	1	1	1	5	4	3	2	10	9	8	7	6	5	5	5	18	17	16	15	14	13	12	12	11	10	10	9	8	7	6	6	5	5	4	3	3	3	2	2	2	2	2	2
144	1	1	1	5	4	3	2	10	9	8	7	6	5	5	5	18	17	16	15	14	13	12	12	11	10	10	9	8	7	6	6	5	5	4	3	3	3	2	2	2	2	2	2
145	1	3	2	1	6	5	4	3	3	3	2	13	12	11	17	16	15	14	13	12	11	10	10	9	8	8	7	6	5	4	4	3	3	3	2	2	2	39	38	37	36	35	34
146	1	3	2	1	6	5	4	3	3	3	2	13	12	11	16	15	14	13	12	11	10	9	9	26	25	24	23	22	21	20	19	18	17	16	15	14	13	12	12	11	11	11	10
147	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	9	42	41	40	39
148	1	2	4	3	2	1	1	1	1	1	13	12	11	10	10	9	8	7	6	5	4	3	3	3	3	3	3	3	3	2	2	34	33	32	31	30	29	28	27	26	25	24	23
149	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7	7	6	6	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	43	42
150	1	4	3	2	1	7	6	5	10	9	8	7	6	16	15	14	13	12	11	10	9	8	8	8	7	7	6	5	31	30	29	28	27	26	25	24	23	22	21	20	19	18	17
151	1	4	3	2	1	7	6	5	10	9	8	7	6	16	15	14	13	12	11	10	9	8	8	8	7	7	6	5	31	30	29	28	27	26	25	24	23	22	21	20	19	18	17
152	1	4	3	2	1	7	6	5	10	9	8	7	6	16	15	14	13	12	11	10	9	8	8	8	7	7	6	5	31	30	29	28	27	26	25	24	23	22	21	20	19	18	17
153	1	4	3	2	1	7	6	5	10	9	8	7	6	16	15	14	13	12	11	10	9	8	8	8	7	7	6	5	31	30	29	28	27	26	25	24	23	22	21	20	19	18	17
154	1	4	3	2	1	7	6	5	10	9	8	7	6	16	15	14	13	12	11	10	9	8	8	8	7	7	6	5	31	30	29	28	27	26	25	24	23	22	21	20	19	18	17
155	1	2	4	3	2	1	1	1	1	1	13	12	11	10	10	9	8	7	6	5	4	3	3	3	3	3	3	3	3	2	2	34	33	32	31	30	29	28	27	26	25	24	23
156	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7	7	6	6	29	28	27	26	25	24	23	22	21	20	19	18	17	16	15	14	13
157	1	2	4	3	2	1	1	1	1	1	13	12	11	10	10	9	8	7	6	5	4	3	3	3	3	3	3	3	3	2	2	34	33	32	31	30	29	28	27	26	25	24	23
158	1	2	4	3	2	1	1	1	1	1	13	12	11	10	10	9	8	7	6	5	4	3	3	3	3	3	3	3	3	2	2	34	33	32	31	30	29	28	27	26	25	24	23
