0	1	3	2	5	7	6	5	5	4	4	3	2	2	2	2
1	1	3	2	5	8	7	6	6	5	5	4	3	3	3	3
2	1	3	2	5	8	7	6	6	5	5	4	3	3	3	3
3	1	3	2	5	8	7	6	6	5	5	4	3	3	3	3
4	1	3	2	5	8	7	6	6	5	5	4	3	3	3	3
5	1	3	2	5	8	7	6	6	5	5	4	3	3	3	3
6	1	3	2	5	7	6	5	5	4	4	3	2	2	2	2
7	1	3	2	5	7	6	5	5	4	4	3	2	2	2	2
8	1	3	2	5	7	6	5	5	4	4	3	2	2	2	2
9	1	3	2	5	7	6	5	5	4	4	3	2	2	2	2
10	1	3	2	5	7	6	5	5	4	4	3	2	2	2	2
11	1	3	2	5	7	6	5	5	4	4	3	2	2	2	2
12	1	3	2	5	7	6	5	5	4	4	3	2	2	2	2
13	1	3	2	5	7	6	5	5	4	4	3	2	2	2	2
14	1	3	2	5	7	6	5	5	4	4	3	2	2	2	2
15	1	3	2	5	7	6	5	5	4	4	3	2	2	2	2
16	1	3	2	5	7	6	5	5	4	4	3	2	2	2	2
17	1	3	2	5	7	6	5	5	4	4	3	2	2	2	2
18	1	3	2	5	7	6	5	5	4	4	3	2	2	2	2
19	1	3	2	5	7	6	5	5	4	4	3	2	2	2	2
20	1	3	2	5	7	6	5	5	4	4	3	2	2	2	2
21	1	3	2	5	7	6	5	5	4	4	3	2	2	2	2
22	1	3	2	4	4	4	11	10	9	9	8	7	7	7	7
23	1	3	2	4	4	4	11	10	9	9	8	7	7	7	7
24	1	3	2	4	4	4	11	10	9	9	8	7	7	7	7
25	1	3	2	4	4	4	11	10	9	9	8	7	7	7	7
26	1	3	2	4	4	4	11	10	9	9	8	7	7	7	7
27	1	3	2	4	4	4	11	10	9	9	8	7	7	7	7
28	1	3	2	4	4	4	11	10	9	9	8	7	7	7	7
29	1	3	2	4	4	4	11	10	9	9	8	7	7	7	7
30	1	3	2	4	4	4	11	10	9	9	8	7	7	7	7
31	1	3	2	4	4	4	11	10	9	9	8	7	7	7	7
32	1	3	2	4	4	4	11	10	9	9	8	7	7	7	7
33	1	3	2	4	4	4	11	10	9	9	8	7	7	7	7
34	1	3	2	4	4	4	11	10	9	9	8	7	7	7	7
35	1	3	2	4	4	4	12	11	10	10	9	8	8	8	8
36	1	3	2	4	4	4	11	10	9	9	8	7	7	7	7
37	1	3	2	4	4	4	11	10	9	9	8	7	7	7	7
38	1	3	2	4	4	4	11	10	9	9	8	7	7	7	7
39	1	3	2	4	4	4	11	10	9	9	8	7	7	7	7
40	1	3	2	4	4	4	11	10	9	9	8	7	7	7	7
41	1	3	2	5	7	6	5	5	4	4	3	2	2	2	2
42	1	3	2	5	7	6	5	5	4	4	3	2	2	2	2
43	1	3	2	6	5	10	9	13	12	12	11	10	10	20	19
44	1	3	2	6	5	10	9	12	11	11	10	9	9	9	9
45	1	3	2	6	5	10	9	14	13	13	12	11	11	10	10
46	1	3	2	6	5	10	9	14	13	13	12	11	11	10	10
47	1	3	2	6	5	9	8	8	7	7	6	5	5	5	5
48	1	3	2	6	5	9	8	8	7	7	6	5	5	5	5
49	1	3	2	6	5	9	8	8	7	7	6	5	5	5	5
50	1	3	2	6	5	9	8	8	7	7	6	5	5	5	5
51	1	3	2	6	5	9	8	8	7	7	6	5	5	5	5
52	1	3	2	6	5	9	8	8	7	7	6	5	5	5	5
53	1	3	2	6	5	9	8	8	7	7	6	5	5	5	5
54	1	3	2	6	5	9	8	8	7	7	6	5	5	5	5
55	1	3	2	6	5	9	8	8	7	7	6	5	5	5	5
56	1	3	2	6	5	11	10	9	8	8	7	6	6	6	6
57	1	3	2	6	5	11	10	9	8	8	7	6	6	6	6
58	1	3	2	6	5	11	10	9	8	8	7	6	6	6	6
59	1	3	2	6	5	11	10	9	8	8	7	6	6	6	6
60	1	3	2	6	5	11	10	9	8	8	7	6	6	6	6
61	1	3	2	6	5	11	10	9	8	8	7	6	6	6	6
62	1	3	2	6	5	11	10	9	8	8	7	6	6	6	6
63	1	3	2	6	5	11	10	9	8	8	7	6	6	6	6
64	1	3	2	6	5	11	10	9	8	8	7	6	6	6	6
65	1	3	2	6	5	11	10	9	8	8	7	6	6	6	6
66	1	3	2	6	5	11	10	9	8	8	7	6	6	6	6
67	1	3	2	6	5	11	10	9	8	8	7	6	6	6	6
68	1	3	2	6	5	11	10	9	8	8	7	6	6	6	6
69	1	3	2	6	5	11	10	9	8	8	7	6	6	6	6
70	1	3	2	6	5	11	10	9	8	8	7	6	6	6	6
71	1	3	2	6	5	11	10	9	8	8	7	6	6	6	6
72	1	3	2	6	5	11	10	9	8	8	7	6	6	6	6
73	1	3	2	6	5	11	10	9	8	8	7	6	6	6	6
74	1	3	2	6	5	11	10	9	8	8	7	6	6	6	6
75	1	3	2	6	5	11	10	9	8	8	7	6	6	6	6
76	1	3	2	6	5	11	10	9	8	8	7	6	6	6	6
77	1	3	2	6	5	11	10	9	8	8	7	6	6	6	6
78	1	3	2	6	5	11	10	9	8	8	7	6	6	6	6
79	1	3	2	6	5	10	9	13	12	12	11	10	10	20	19
80	1	3	2	6	5	10	9	13	12	12	11	10	10	20	19
81	1	3	2	6	5	8	7	7	6	6	5	4	4	4	4
82	1	3	2	6	5	10	9	13	12	12	11	10	10	20	19
83	1	3	2	6	5	10	9	13	12	12	11	10	10	20	19
84	1	3	2	6	5	10	9	13	12	12	11	10	10	20	19
85	1	3	2	6	5	10	9	13	12	12	11	10	10	20	19
86	1	3	2	6	5	10	9	13	12	12	11	10	10	20	19
87	1	3	2	6	5	10	9	13	12	12	11	10	10	20	19
88	1	3	2	6	5	10	9	13	12	12	11	10	10	20	19
89	1	3	2	6	5	10	9	13	12	12	11	10	10	20	19
