0	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	27	26	25	24	24	24	24	23	23	23	22	22	21	21
1	1	1	1	5	6	8	7	6	5	5	5	4	4	4	3	3	2	2	2	2	2	2	2	39	38	37	36	36	35	35
2	1	1	1	5	6	8	7	6	5	5	5	4	4	4	3	3	2	2	2	2	2	2	2	39	38	37	36	36	35	35
3	1	1	1	5	6	8	7	6	5	5	5	4	4	4	3	3	2	2	2	2	2	2	2	39	38	37	36	36	35	35
4	1	1	1	5	6	8	7	6	5	5	5	4	4	4	3	3	2	2	2	2	2	2	2	40	39	38	37	37	36	36
5	1	1	1	5	6	8	7	6	5	5	5	4	4	4	3	3	2	2	2	2	2	2	2	39	38	37	36	36	35	35
6	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	27	26	25	24	24	24	24	23	23	23	22	22	21	21
7	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	27	26	25	24	24	24	24	23	23	23	22	22	21	21
8	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	27	26	25	24	24	24	24	23	23	23	22	22	21	21
9	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	24	23	22	21	21	21	21	20	20	20	19	19	18	18
10	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	27	26	25	24	24	24	24	23	23	23	22	22	21	21
11	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	27	26	25	24	24	24	24	23	23	23	22	22	21	21
12	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	27	26	25	24	24	24	24	23	23	23	22	22	21	21
13	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	25	24	23	22	22	22	22	21	21	21	20	20	19	19
14	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	25	24	23	22	22	22	22	21	21	21	20	20	19	19
15	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	25	24	23	22	22	22	22	21	21	21	20	20	19	19
16	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	25	24	23	22	22	22	22	21	21	21	20	20	19	19
17	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	25	24	23	22	22	22	22	21	21	21	20	20	19	19
18	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	25	24	23	22	22	22	22	21	21	21	20	20	19	19
19	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	25	24	23	22	22	22	22	21	21	21	20	20	19	19
20	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	27	26	25	24	24	24	24	23	23	23	22	22	21	21
21	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	27	26	25	24	24	24	24	23	23	23	22	22	21	21
22	1	1	1	4	4	4	4	11	10	10	9	8	8	8	7	7	6	28	27	26	26	26	26	25	40	39	38	38	37	46
23	1	1	1	4	4	4	4	11	10	10	9	8	8	8	7	7	6	28	27	26	26	26	26	25	40	39	38	38	37	46
24	1	1	1	4	4	4	4	11	10	10	9	8	8	8	7	7	6	28	27	26	26	26	26	25	40	39	38	38	37	46
25	1	1	1	4	4	4	4	11	10	10	9	8	8	8	7	7	6	28	27	26	26	26	26	25	40	39	38	38	37	46
26	1	1	1	4	4	4	4	11	10	10	9	8	8	8	7	7	6	28	27	26	26	26	26	25	41	40	39	39	38	37
27	1	1	1	4	4	4	4	11	10	10	9	8	8	8	7	7	6	28	27	26	26	26	26	25	40	39	38	38	37	47
28	1	1	1	4	4	4	4	11	10	10	9	8	8	8	7	7	6	28	27	26	26	26	26	25	40	39	38	38	37	46
29	1	1	1	4	4	4	4	11	10	10	9	8	8	8	7	7	6	28	27	26	26	26	26	25	40	39	38	38	37	46
30	1	1	1	4	4	4	4	11	10	10	9	8	8	8	7	7	6	28	27	26	26	26	26	25	40	39	38	38	37	46
31	1	1	1	4	4	4	4	11	10	10	9	8	8	8	7	7	6	29	28	27	27	27	27	26	25	25	24	24	23	23
32	1	1	1	4	4	4	4	11	10	10	9	8	8	8	7	7	6	28	27	26	26	26	26	25	40	39	38	38	37	46
33	1	1	1	4	4	4	4	11	10	10	9	8	8	8	7	7	6	28	27	26	26	26	26	25	40	39	38	38	37	46
34	1	1	1	4	4	4	4	11	10	10	9	8	8	8	7	7	6	28	27	26	26	26	26	25	40	39	38	38	37	46
35	1	1	1	4	4	4	4	12	11	11	10	9	9	9	8	8	7	6	6	6	6	6	6	5	5	5	5	5	4	4
36	1	1	1	4	4	4	4	11	10	10	9	8	8	8	7	7	6	27	26	25	25	25	25	24	24	24	23	23	22	22
37	1	1	1	4	4	4	4	11	10	10	9	8	8	8	7	7	6	27	26	25	25	25	25	24	24	24	23	23	22	22
38	1	1	1	4	4	4	4	11	10	10	9	8	8	8	7	7	6	28	27	26	26	26	26	25	40	39	38	38	37	46
39	1	1	1	4	4	4	4	11	10	10	9	8	8	8	7	7	6	28	27	26	26	26	26	25	40	39	38	38	37	46
40	1	1	1	4	4	4	4	11	10	10	9	8	8	8	7	7	6	28	27	26	26	26	26	25	40	39	38	38	37	46
41	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	27	26	25	24	24	24	24	23	23	23	22	22	21	21
42	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	27	26	25	24	24	24	24	23	23	23	22	22	21	21
43	1	1	1	6	5	5	10	9	8	8	15	14	13	13	12	23	22	21	29	28	28	36	36	35	34	33	32	32	31	31
44	1	1	1	6	5	5	10	9	8	8	14	13	12	12	11	11	10	9	9	9	9	9	9	8	8	8	8	8	7	7
45	1	1	1	6	5	5	10	9	8	8	16	15	14	14	13	12	11	10	10	10	10	10	10	9	9	9	9	9	8	8
46	1	1	1	6	5	5	10	9	8	8	16	15	14	14	13	12	11	10	10	10	10	10	10	9	9	9	9	9	8	8
