0	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	27	26	25	24	24	24	24	23	23	23	22	22	21	21	21	20	20	19	19	19	18	17	17	17	17	16
1	1	1	1	5	6	8	7	6	5	5	5	4	4	4	3	3	2	2	2	2	2	2	2	39	38	37	36	36	35	35	34	33	33	32	31	30	29	28	28	28	28	27
2	1	1	1	5	6	8	7	6	5	5	5	4	4	4	3	3	2	2	2	2	2	2	2	39	38	37	36	36	35	35	34	33	33	32	31	30	29	28	28	28	28	27
3	1	1	1	5	6	8	7	6	5	5	5	4	4	4	3	3	2	2	2	2	2	2	2	39	38	37	36	36	35	35	34	33	33	32	31	30	29	28	28	28	28	27
4	1	1	1	5	6	8	7	6	5	5	5	4	4	4	3	3	2	2	2	2	2	2	2	40	39	38	37	37	36	36	35	34	34	33	32	31	30	29	29	29	29	28
5	1	1	1	5	6	8	7	6	5	5	5	4	4	4	3	3	2	2	2	2	2	2	2	39	38	37	36	36	35	35	34	33	33	32	31	30	29	28	28	28	28	27
6	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	27	26	25	24	24	24	24	23	23	23	22	22	21	21	21	20	20	19	19	19	18	17	17	17	17	16
7	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	27	26	25	24	24	24	24	23	23	23	22	22	21	21	21	20	20	19	19	19	18	17	17	17	17	16
8	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	27	26	25	24	24	24	24	23	23	23	22	22	21	21	21	20	20	19	19	19	18	17	17	17	17	16
9	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	24	23	22	21	21	21	21	20	20	20	19	19	18	18	18	17	17	16	16	16	15	14	14	14	14	13
10	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	27	26	25	24	24	24	24	23	23	23	22	22	21	21	21	20	20	19	19	19	18	17	17	17	17	16
11	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	27	26	25	24	24	24	24	23	23	23	22	22	21	21	21	20	20	19	19	19	18	17	17	17	17	16
12	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	27	26	25	24	24	24	24	23	23	23	22	22	21	21	21	20	20	19	19	19	18	17	17	17	17	16
13	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	25	24	23	22	22	22	22	21	21	21	20	20	19	19	19	18	18	17	17	17	16	15	15	15	15	14
14	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	25	24	23	22	22	22	22	21	21	21	20	20	19	19	19	18	18	17	17	17	16	15	15	15	15	14
15	1	1	1	5	6	7	6	5	4	4	4	3	3	3	2	2	25	24	23	22	22	22	22	21	21	21	20	20	19	19	19	18	18	17	17	17	16	15	15	15	15	14
