NodeId	YN98.kappa	YN98.omega	YN98.1_Full.theta	YN98.1_Full.theta1	YN98.1_Full.theta2	YN98.2_Full.theta	YN98.2_Full.theta1	YN98.2_Full.theta2	YN98.3_Full.theta	YN98.3_Full.theta1	YN98.3_Full.theta2
0	4.59983	3.75702	0.475824	0.616352	0.711316	0.469231	0.623188	0.63466	0.420879	0.434535	0.456919
3	4.59983	3.75702	0.475824	0.616352	0.711316	0.469231	0.623188	0.63466	0.420879	0.434535	0.456919
4	4.59983	3.75702	0.475824	0.616352	0.711316	0.469231	0.623188	0.63466	0.420879	0.434535	0.456919
1	4.59983	0.5757	0.475824	0.616352	0.711316	0.469231	0.623188	0.63466	0.420879	0.434535	0.456919
2	4.59983	0.5757	0.475824	0.616352	0.711316	0.469231	0.623188	0.63466	0.420879	0.434535	0.456919
5	4.59983	0.5757	0.475824	0.616352	0.711316	0.469231	0.623188	0.63466	0.420879	0.434535	0.456919
6	4.59983	0.5757	0.475824	0.616352	0.711316	0.469231	0.623188	0.63466	0.420879	0.434535	0.456919
8	4.59983	0.5757	0.475824	0.616352	0.711316	0.469231	0.623188	0.63466	0.420879	0.434535	0.456919
7	4.59983	0.001	0.475824	0.616352	0.711316	0.469231	0.623188	0.63466	0.420879	0.434535	0.456919
