0	1	2	1	1	5	4	3	3	3	2	1	12
1	1	3	2	4	3	2	1	1	1	10	9	8
2	1	2	1	1	6	5	4	4	10	9	8	7
3	1	3	2	5	4	3	2	2	2	1	11	10
4	1	2	1	1	5	4	3	3	3	2	1	13
5	1	2	1	1	5	4	3	3	3	2	1	12
6	1	2	1	1	6	5	4	4	10	9	8	7
7	1	3	2	5	4	3	2	2	2	1	12	11
8	1	2	1	1	6	5	4	4	9	8	7	6
9	1	3	2	5	4	3	2	2	2	1	12	11
10	1	2	1	1	5	4	3	3	3	2	1	12
11	2	1	3	2	1	1	7	6	5	4	3	2
12	2	1	4	3	2	6	5	8	7	6	5	4
13	2	1	4	3	2	6	5	8	7	6	5	4
14	2	1	4	3	2	6	5	9	8	7	6	5
15	2	1	4	3	2	6	5	8	7	6	5	4
16	1	3	2	4	3	2	1	1	1	11	10	9
17	2	1	3	2	1	1	7	6	5	4	3	2
18	2	1	3	2	1	1	7	6	5	4	3	2
19	2	1	4	3	2	6	5	9	8	7	6	5
20	2	1	3	2	1	1	7	6	5	4	3	2
21	2	1	3	2	1	1	8	7	6	5	4	3
22	2	1	3	2	1	1	8	7	6	5	4	3
23	1	2	1	1	5	4	3	3	3	2	1	12
24	2	1	4	3	2	6	5	8	7	6	5	4
25	2	1	4	3	2	7	6	5	4	3	2	1
26	2	1	4	3	2	6	5	8	7	6	5	4
27	2	1	3	2	1	1	7	6	5	4	3	2
28	1	3	2	4	3	2	1	1	1	10	9	8
29	2	1	3	2	1	1	7	6	5	4	3	2
30	1	3	2	4	3	2	1	1	1	11	10	9
